id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
23645,,TAMPA BAY HOTEL,DINNER,COM,"TAMPA, FL",FOLDER; ILLUS; 4.5 X 7.25;,,,1901-620,,,1901-03-09,Tampa Bay Hotel,,,,complete,4,52
23657,,HAMBURG-AMERIKA LINIE,MITTAGESSEN,NAV,AN BORD DER AMERIKA,"CARD; ILLUS; COL; 5,25X8.75;",,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF LINER AT SEA AND ENTERING VARIOUS PORTS;,1906-606,,,1906-07-22,Hamburg Amerika Linie,,,,complete,2,22
23708,,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,BROADSIDE; 5.25X8.0; ILLUS; COL;,,"ILLUS, STEAMSHIP IN BG, GULLS IN FG; WINE LIST PRICED IN FRANCS; RATES OF EXCHANGE IN DOLLARS, MARKS, POUND STERLING, GULDENS, AND LIRA;",1900-887,,,1900-02-11,Red Star Line,,Dollars,$,complete,2,45
23713,,HAMBURG-AMERIKA LINIE,HAUPTMAHLZEIT-DINNER,NAV,AN BORD DER AMERIKA,FOLDER; ILLUS; COL; 4.75X7;,,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; DECORATIVE BORDER; MUSIK-PROGRAMM ON BACK COVER;,1906-595,,,1906-07-20,Hamburg Amerika Linie,,,,complete,4,28
23730,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,BROADSHEET; 5.0X8.25; ILLUS; COL;,,COVER ILLUS CASTLES IN BACKGROUND; GODDESS WITH SHIELD BEARING H.A.P.A.G.; STEAMSHIP INSERT;,1900-618,,,1900-01-30,Hamburg Amerika Linie,,,,complete,2,22
23747,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.5X6.75;,,GERMAN & ENGLISH; ILLUSTRATION OF SAILBOAT WITH STEAMSHIP IN BACKGROUND; MUSICAL PROGRAM ON BACK;,1901-826,,,1901-04-02,Hamburg Amerika Linie,,,,complete,4,28
23761,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; COL; 4.5 X 7;,,LOGO; GREEN STOCK;,1901-586,,,1901-03-06,Tampa Bay Hotel,,,,complete,2,43
23763,,HAMBURG AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELIDAMFER AUGUSTE VICTORIA,BROADSHEET; 6.75X9.0; ILLUS; COLOR;,,"ILLUS, [ROCK OF GIBRALTAR] IN BACKGROUND; STEAMSHIP AND SAILING SHIPS IN FOREGROUND; CONCERT PROGRAMM LISTED;",1900-743,,,1900-02-04,Hamburg Amerika Linie,,,,complete,2,31
23788,,PENNSYLVANIA RR,BREAKFAST - PULLMAN DINING CAR SERVICE,COMMERCIAL,EN ROUTE TO WILMINGTON,BROADSIDE; ILLUS; COL;4.75 X 6.5;,"LAUNCHING OF STEAM YACHT ""NIAGARA""",,1898-096,,,1898-02-19,Pennsylvania Railroad,,,,complete,2,20
23817,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCHEON,NAV,AN BORD DER AMERIKA,CARD; ILLUS; COL; 6X9.25;,,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; DECORATIVE BORDER;,1906-618,,,1906-07-23,Hamburg Amerika Linie,,,,complete,2,38
23820,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.5X6.75;,,GERMAN & ENGLISH; ILLUSTRATION OF ATHENS; MUSICAL PROGRAM ON BACK;,1901-698,,,1901-03-19,Hamburg Amerika Linie,,,,complete,4,28
23822,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-648,,,1901-03-13,Tampa Bay Hotel,,,,complete,2,45
23828,,RED STAR LINE,LUNCH MENU,COMMERCIAL,SS FRIESLAND,BROADSIDE; ILLUS; COL; 5X8;,OTHER (DAILY MENU AT SEA);,GARLAND & CHERUB ILLUSTRATIONS;,1900-548,,,1900-01-27,Red Star Line,,,,complete,2,28
23829,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; 4.5 X 7.5;,,LOGO;,1901-371,,,1901-02-14,Tampa Bay Hotel,,,,complete,4,52
23849,,TAMPA BAY HOTEL,WASHINGTON'S BIRTHDAY,COMMERCIAL,"TAMPA BAY, FL",BOOKLET; ILLUS; COL; 6X8.5;,PAT;,INCLUDES PROGRAMME; LITERARY QUOTATIONS; CHERRY TREE SKETCHES & CHERRY PIE BEING PLACED IN OVEN; WASHINGTON BUST ON SEPARATE PAGE; SILK CORD ATTACHMENT;,1901-452,,,1901-02-22,Tampa Bay Hotel,,,,complete,8,54
23858,,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA, FL",BROADSIDE;ILL;COL;4.5X7;,DAILY;,HOTEL EMBLEM;,1901-781,,,1901-03-28,Tampa Bay Hotel,,,,complete,2,38
23862,,CUNARD LINE,LUNCHEON,COMMERCIAL,RMS CAMPANIA,CARD; 4.25X6.75; ILLUS; COL;,,"ILLUS, RED FLAG WITH BRITISH LION HOLDING GLOBE OF THE WORLD; PRICED WINE LIST;",1900-880,,,1900-02-11,Cunard Line,,Shillings,s,complete,2,102
23882,,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA, FL",BROADSIDE; COL; 4.5 X 7;,,,1901-422,,,1901-02-19,Tampa Bay Hotel,,,,complete,2,45
23886,,HAMBURG-AMERIKA LINE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER; ILLUS;COL; 4.5 X 7;,[DINNER EN ROUTE],MENU IN ENGLISH AND GEMAN; FULL MUSIC PROGRAM INCLUDED; AUTOGRAPHS;,1897-245,,,1897-08-21,Hamburg Amerika Linie,,,,complete,4,32
23890,,HAMBURG-AMERIKA LINIE,"DAILY MENU, DINNER",COMMERCIAL,ON BOARD KAISERIN AUGUSTE VICTORIA,BROADSIDE; COL; 8.5X12.5;,,"""THIS WAS OBTAINED ON BOARD THE 'KAISERIN AUGUSTE VICTORIA' 18, JULY, 1906 BUTTOLPH"" WRITTEN ON BACK; RITZ CARLTON RESTAURANT PRICED MENU; MENU IN FRENCH;",1906-576,,,1906-07-14,Hamburg Amerika Linie,,Deutsche Marks,DM,complete,2,65
23899,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER;ILLUS;COL;4.5X7.5,DAILY;,HOTEL EMBLEM;,1901-315,,,1901-02-08,Tampa Bay Hotel,,,,complete,4,49
23911,,HAMBURG AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELIDAMFER AUGUSTE VICTORIA,BROADSHEET; 6.75X9.0; ILLUS; COLOR;,,"ILLUS, ALGIERS IN BACKGROUND; SAILING SHIPS IN FOREGROUND; CONCERT PROGRAMM LISTED;",1900-759,,,1900-02-06,Hamburg Amerika Linie,,,,complete,4,28
23915,,RED STAR LINE,LUNCH,COMMERCIAL,"SS WESTERNLAND, EN ROUTE",BROADSIDE; ILLUS; COL; 5 X 8;,DAILY,ALL HANDWRITTEN;,1900-819,,,1900-02-08,Red Star Line,,,,complete,2,22
23922,,HAMBURG-AMERIKA LINIE,HAUPTMAHLZEIT-DINNER,COMMERCIAL,AN BORD DER AMERIKA,FOLDER; ILLUS; COL; 4.75X7;,,MENU IN GERMAN AND ENGLISH; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; MUSIK-PROGRAMM ON BACK COVER; DECORATIVE BORDER;,1906-617,,,1906-07-23,Hamburg Amerika Linie,,,,complete,4,26
23954,,RED STAR LINE,LUNCHEON,COMMERCIAL,S.S. KROONLAND,CARD; ILLUS; COL; 5.5 X 8;,,"LINE RAN BETWEEN ANTWERP AND NEW YOK, BOSTON AND PHILADELPHIA; ILLUSTRATION OF MEN AND WOMEN PLAYING QUOITS ON DECK; BACK OF MENU FOR USE AS POSTCARD;",1907-674,,,1907-07-13,Red Star Line,,,,complete,2,32
23958,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-521,,,1901-02-28,Tampa Bay Hotel,,,,complete,2,43
24016,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER;ILL;COL;4.5X7;,DAILY;,"SHIP AT SEA;CHURCH TOWER;MENU LISTED TWICE,IN ENGLISH AND GERMAN;MUSICAL PROGRAM;MUSICIAN ON BACK COVER;",1901-789,,,1901-03-29,Hamburg Amerika Linie,,,,complete,4,28
24062,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS GRAF WALDERSEE,FOLDER; ILLUS; COL; 4.5X6.75;,DAILY;,"ILLUS, STEAMSHIP; SEPARATE GERMAN AND ENGLISH MENU LISTINGS; CONCERT PROGRAM;",1900-868,,,1900-02-10,Hamburg Amerika Linie,,,,complete,4,18
24069,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,DAILY;,"FEMALE FIGURE AMID FOOD,DRINK AND UTENSILS HOLDING A SHIELD WITH HAPAG INITIALS,BACKGROUND OF A CITYCSAPE,INSERT OF SHIP AT SEA;SEPARATE LISTINGS IN GERMAN AND ENGLISH;",1900-575,,,1900-01-28,Hamburg Amerika Linie,,,,complete,2,20
24070,,HAMBURG-AMERIKA LINIE,ABEND-ESSEN,NAV,AN BORD DER AMERIKA,"CARD; ILLUS; COL; 5,25X8.75;",,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF LINER AT SEA;,1906-607,,,1906-07-22,Hamburg Amerika Linie,,,,complete,2,26
24111,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-657,,,1901-03-14,Tampa Bay Hotel,,,,complete,2,44
24132,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,BROADSIDE;ILL;COL;5X8;,DAILY;,"WOMAN WITH SHIELD SURROUNDED BY FOOD AND IMPLEMENTS;SHIP AT SEA;MENU LISTED TWICE,IN ENGLISH AND GERMAN;",1901-763,,,1901-03-27,Hamburg Amerika Linie,,,,complete,2,24
24142,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-536,,,1901-03-02,Tampa Bay Hotel,,,,complete,2,43
24171,,HAMBURG-AMERIKA LINIE,CARTE DU JOUR-DINER,COMMERCIAL,RITZ CARLTON RESTAURANT AN BORD DER AMERIKA,CARD; ILLUS; COL; 8.75X12.75;,,A LA CARTE MENU IN FRENCH; MENU HANDWRITTEN IN VIOLET INK; DECORATIVE FLOWER BORDER; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; [DATE INFO SUPPLIED BY FEB];,1906-620,,,1906-07-23,Hamburg Amerika Linie,,Deutsche Marks,DM,complete,2,69
24191,,RED STAR LINE,BREAKFAST,COMMERCIAL,SS. FIRESTONE,BROADSHEET; 5.25X8.0; ILLUS;,,"ILLUS,STEAMSHIP SURROUNDED BY SAILBOATS;",1900-607,,,1900-01-29,Red Star Line,,,,complete,2,24
24200,,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA, FL",BROADSIDE; COL; 4.5 X 7;,,,1901-490,,,1901-02-24,Tampa Bay Hotel,,,,complete,2,47
24211,,CUNARD LINE,DINNER,COMMERCIAL,RMS CAMPANIA,CARD; 4.5X6.75; ILLUS; COL;,,"ILLUS, RED FLAG WITH BRITISH LION HOLDING THE GLOBE; WINE LIST;",1900-853,,,1900-02-10,Cunard Line,,,,complete,2,85
24219,,RED STAR LINE,BREAKFAST,COMMERCIAL,"SS WESTERNLAND, EN ROUTE",BROADSIDE; ILLUS; COL; 5 X 8;,DAILY,ALL HANDWRITTEN;,1900-818,,,1900-02-08,Red Star Line,,,,complete,2,15
24239,,RED STAR LINE,LUNCH,COMMERCIAL,SS FRIESLAND,BROADSHEET; 5.25X8.0; ILLUS;,,"ILLUS, CULINARY ICONS;",1900-625,,,1900-01-31,Red Star Line,,,,complete,2,28
24267,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.5X6.75;,,GERMAN & ENGLISH; ILLUSTRATION OF ATHENS; MUSICAL PROGRAM ON BACK;,1901-691,,,1901-03-18,Hamburg Amerika Linie,,,,complete,4,30
24281,,TAMPA BAY HOTEL,DINNER,COM,"TAMPA, FL",FOLDER; ILLUS; 4.5 X 7.25;,,,1901-607,,,1901-03-08,Tampa Bay Hotel,,,,complete,4,49
24291,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,CARD; ILLUS; COL; 5 X 8;,,"GERMAN & ENGLISH; ILLUSTRATION OF WOMAN IN CLASSICAL DRESS HOLDING SHIELD WITH INITIALS H.P.A.A.G., AND STEAMER;",1901-697,,,1901-03-19,Hamburg Amerika Linie,,,,complete,2,22
24294,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5X7;,,HOTEL SEAL ON COVER;,1901-666,,,1901-03-15,Tampa Bay Hotel,,,,complete,4,48
24308,,RED STAR LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. FRIESLAND,CARD; ILLUS; 5 X 8;,,HANDWRITTEN; MARINE ILLUSTRATION;,1900-176,,,1900-01-12,Red Star Line,,,,complete,2,23
24311,,RED STAR LINE,BREAKFAST,COMMERCIAL,S.S. KROONLAND,CARD; ILLUS; COL; 5.5 X 8;,,"LINE RAN BETWEEN ANTWERP AND NEW YOK, BOSTON AND PHILADELPHIA; ILLUSTRATION OF DUTCH SEAMEN ON AND SHIP IN HARBOR; BACK OF MENU FOR USE AS POSTCARD;",1907-673,,,1907-07-13,Red Star Line,,,,complete,2,30
24355,,HAMBURG-AMERIKA LINE,DINNER,COMMERCIAL,"EN ROUTE, EXPRESS-STEAMER FURST BISMARCK",FOLDER; ILLUS; COL; 4.5 X 7;,DAILY DINNER,MENU IN BOTH GERMAN & ENGLISH; MUSIC PROGRAM INCLUDED;,1899-807,,,1899-12-08,Hamburg Amerika Linie,,,,complete,4,34
24402,,PENNSYLVANIA RAILROAD,DINNER ON SPECIAL TRAIN FOR SEC'Y OF WAR ELIHU ROOT AND PARTY,GOV,ENROUTE FROM WASH TO PHILADELPHIA AND RETURN,BROADSIDE; ILLUS; COL; 4.75 X 5.5;,TO ATTEND U. OF PENN VS WEST POINT FOOTBALL GAME,PRICE OF MEAL INCLUDED;,1899-794,,,1899-12-02,Pennsylvania Railroad,,,,complete,2,21
24410,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER AUGUSTE VICTORIA,FOLDER; ILLUS; 4.5 X 6.75;,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF SAILING SHIPS ON SHORE OF ALGIERS; MUSICAL PROGRAM;,1900-801,,,1900-02-07,Hamburg Amerika Linie,,,,complete,4,26
24421,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.5X7;,,GERMAN & ENGLISH; ILLUSTRATION OF SHIP AT SEA; CONCERT-PROGRAMM ON BACK COVER,1901-671,,,1901-03-15,Hamburg Amerika Linie,,,,complete,4,24
24439,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5X7;,,HOTEL SEAL ON COVER;,1901-526,,,1901-03-01,Tampa Bay Hotel,,,,complete,4,50
24465,,TAMPA BAY HOTEL,LUNCH,COM,"TAMPA, FL",BROADSIDE; COL; 4.25 X 7;,,,1901-606,,,1901-03-08,Tampa Bay Hotel,,,,complete,2,46
24483,,RED STAR LINE,DINNER,COMMERCIAL,SS FRIESLAND,BROADSHEET; 5.25X8.0; ILLUS;,,"ILLUS, STEAMSHIP SURROUNDED BY SAILING SHIPS AND ROW BOAT; PRICED WINE LIST ON REVERSE; PRICES QUOTED IN FRANCS; RATES OF EXCHANGE GIVEN;",1900-624,,,1900-01-30,Red Star Line,,Belgian Francs,BEF,complete,2,60
24485,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.5X6.75;,,"GERMAN & ENGLISH; ILLUSTRATION OF SAILBOAT AT SEA, STEAMSHIP IN BACKGROUND; MUSICAL PROGRAM ON BACK;",1901-838,,,1901-04-04,Hamburg Amerika Linie,,,,complete,4,32
24493,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,BROADSIDE; 5.25X8.0; ILLUS;,,"ILLUS, GARLAND OF FOOD AND FOOD-RELATED ITEMS",1900-859,,,1900-02-10,Red Star Line,,,,complete,2,20
24503,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,ABOARD MAIL-STEAMER WALDERSEE,FOLDER; COL; ILLUS; 4.5 X 7;,,MENU IN GERMAN AND ENGLISH; MUSICAL PROGRAM; ILLUSTRATION OF SHIPS;,1900-687,,,1900-02-03,Hamburg Amerika Linie,,,,complete,4,24
24512,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-157,,,1901-01-23,Tampa Bay Hotel,,,,complete,2,44
24553,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; COL; 4.5 X 7;,,GRAY STOCK; LOGO;,1901-703,,,1901-03-19,Tampa Bay Hotel,,,,complete,2,45
24597,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,DAILY;,FEMALE FIGURE HOLDING SHIELD SURROUNDED BY FOOD AND DRINK;BACKGROUND OF CITY BUILDINGS;SHIP ON SEA IN FRAMED INSERT;SEPARATE ENGLISH AND GERMAN LISTING OF MENU;,1900-523,,,1900-01-25,Hamburg Amerika Linie,,,,complete,2,26
24599,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-799,,,1901-03-30,Tampa Bay Hotel,,,,complete,2,41
24604,,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA, FL",BROADSIDE; COL; 4.5 X 7;,,,1901-410,,,1901-02-18,Tampa Bay Hotel,,,,complete,2,43
24623,,HAMBURG-AMERIKA LINIE,CARTE DU JOUR-DINER,COMMERCIAL,RITZ CARLTON RESTAURANT AN BORD DER AMERIKA,CARD; ILLUS; COL; 8.75X12.75;,,A LA CARTE MENU IN FRENCH; MENU HANDWRITTEN IN VIOLET INK; DECORATIVE FLOWER BORDER; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; [DATE INFO SUPPLIED BY FEB];,1906-611,,,1906-07-22,Hamburg Amerika Linie,,Deutsche Marks,DM,complete,2,74
24627,,HAMBURG-AMERIKA LINIE,MITTAGESSEN,COMMERCIAL,AN BORD DER AMERIKA,"CARD; ILLUS; COL; 5,25X8.75;",,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF LINER AT SEA;,1906-631,,,1906-07-25,Hamburg Amerika Linie,,,,complete,2,20
24631,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER;ILL;COL;4.5X7;,DAILY;,"SHIPS AT HARBOR;TOWN SCENE;MENU LISTED TWICE,IN ENGLISH AND GERMAN;MUSICAL PROGRAM",1901-764,,,1901-03-27,Hamburg Amerika Linie,,,,complete,4,34
24644,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,ON BOARD MAIL-STEAMER GRAF WALDERSEE,FOLDER; ILLUS; COL; 4.5 X 7;,DAILY,MENU IN GERMAN & ENGLISH; CONCERT PROGRAM INCLUDED;,1900-823,,,1900-02-08,Hamburg Amerika Linie,,,,complete,2,24
24663,,TAMPA BAY HOTEL,DINNER,COM,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5 X 7.25;,,,1901-598,,,1901-03-07,Tampa Bay Hotel,,,,complete,4,50
24682,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,FOLDER; ILLUS; COL; 4.25X7;,,GERMAN & ENGLISH; ILLUSTRATION IN SEPIA OF LARGE SHIP ACCOMPANIED BY TUGBOAT PASSING THE STATUE OF LIBERTY; MUSICAL PROGRAM ON BACK;,1901-804,,,1901-03-31,Hamburg Amerika Linie,,,,complete,4,28
24692,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER AUGUSTE VICTORIA,CARD; ILLUS; COL; 4.75 X 8;,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMSHIP AND WOMAN IN CLASSICAL DRESS SURROUNDED BY FRUITS; CITY IN BACKGROUND;,1901-379,,,1901-02-15,Hamburg Amerika Linie,,,,complete,2,28
24705,,TAMPA BAY HOTEL,DINNER,COM,"TAMPA, FL",FOLDER; 4.5 X 7.25;,,,1901-505,,,1901-02-26,Tampa Bay Hotel,,,,complete,4,50
24730,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER AUGUSTE VICTORIA,CARD; ILLUS; COL; 4.75 X 8;,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMSHIP AND WOMAN IN CLASSICAL DRESS SURROUNDED BY FRUITS; CITY IN BACKGROUND;,1901-366,,,1901-02-14,Hamburg Amerika Linie,,,,complete,2,20
24733,,TAMPA BAY HOTEL,LUNCH,COMMERCIAL,"TAMPA, FL",BROADSIDE; COL; 4.5 X 7;,,,1901-247,,,1901-02-02,Tampa Bay Hotel,,,,complete,2,48
24750,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER; 4.5X7.0; ILLUS; COL;,,COLOR LITHOGRAPH ON COVER; LADIES IN EVENING DRESS; GENTLEMEN IN WHITE TIE; PIANO AND SINGER; MUSIK PROGRAMM ON READ COVER; MENU IN GERMAN AND ENGLISH;,1900-609,,,1900-01-29,Hamburg Amerika Linie,,,,complete,4,26
24770,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCHEON,COMMERCIAL,AN BORD DER AMERIKA,CARD; ILLUS; COL; 6X9.25;,,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; DECORATIVE BORDER;,1906-634,,,1906-07-25,Hamburg Amerika Linie,,,,complete,2,40
24773,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER VICTORIA LUISE,FOLDER; ILLUS; COL; 4.5X6.75;,,"GERMAN & ENGLISH; MUSIK-PROGRAMM; SEASCAPE WITH CHILDREN PLAYING IN SAND AT SHORE, STEAMSHIP;",1901-353,,,1901-02-13,Hamburg Amerika Linie,,,,complete,4,28
24831,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER;ILL;COL;4.5X7.25;,DAILY;,HOTEL EMBLEM;,1901-782,,,1901-03-28,Tampa Bay Hotel,,,,complete,4,47
24835,,HAMBURG-AMERIKA LINIE,LUNCH MENU,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,BROADSIDE; ILLUS; COL; 5X8;,OTHER (DAILY MENU AT SEA);,GERMAN; ILLUSTRATIONS OF STEAMER & GODDESS;,1900-545,,,1900-01-27,Hamburg Amerika Linie,,,,complete,2,22
24838,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",BROADSIDE; COL; 4.5 X 7;,,,1901-231,,,1901-02-01,Tampa Bay Hotel,,,,complete,2,45
24841,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS FURST BISMARCK,FOLDER;ILL;COL;4.5X7;,DAILY;,"MUSICAL PROGRAM;CHURCH TOWER BACKGROUND,SHIP ON SEA,COMPANY EMBLEM ON FRONT COVER;MUSICIAN WITH INSTRUMENT ON BACK COVER;SEPARATE ENGLISH AND GERMAN MENUS LISTED;",1899-824,,,1899-12-12,Hamburg Amerika Linie,,,,complete,4,32
24846,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS GRAF WALDERSEE,FOLDER; 4.5X7.0; ILLUS; COL;,,COVER ILLUS MEN PLAYING SHUFFLEBOARD; CONCERT PROGRAM ON REAR COVER;,1900-616,,,1900-01-31,Hamburg Amerika Linie,,,,complete,4,18
24861,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,BROADSIDE; 5.25X8.0; ILLUS; COL;,,"ILLUS, GARLAND WITH FOOD AND FOOD-RELATED ITEMS;",1900-994,,,1900-02-12,Red Star Line,,,,complete,2,21
24864,,HAMBURG-AMERIKA LINIE,MITTAGESSEN,NAV,AN BORD DER AMERIKA,"CARD; ILLUS; COL; 5,25X8.75;",,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF HORIZON AT SEA;,1906-615,,,1906-07-23,Hamburg Amerika Linie,,,,complete,2,16
24882,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCHEON,COMMERCIAL,AN BORD DER AMERIKA,CARD; ILLUS; COL; 5.5 X 8.75;,,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP;SEVERAL ILLUSTRATIONS OF SHIPS AND HAMBURG- AMERIKA LOGO;,1906-639,,,1906-07-26,Hamburg Amerika Linie,,,,complete,2,28
24889,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5X7.25;,,HOTEL SEAL ON COVER;,1901-438,,,1901-02-21,Tampa Bay Hotel,,,,complete,4,51
